Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power,Engine capacity,CO2 emissions,Emission class,Mileage,First registration,Battery type,AC charging time,Battery capacity,Previous owners,Warranty until,Price
Audi,A6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,170,2967.0,151,Euro 6,53725,2019,No battery type class,0.0,0.0,Unknown,4.0,39499.0
Mercedes-Benz,C 180,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,125,1496.0,149,Euro 6d-TEMP,41200,2023,No battery type class,0.0,0.0,1,4.0,37249.0
Skoda,Kodiaq,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,143,No emission class,1720,2023,No battery type class,0.0,0.0,1,3.0,39499.0
Renault,Megane,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Diesel,Manual,4x2,85,1461.0,104,Euro 6,26665,2021,No battery type class,0.0,0.0,1,3.0,19549.0
Volkswagen,ID.4,Grey,Other interior color,Alcantara interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,53959,2021,Lithium-ion (Li-ion),8.0,82.0,1,3.0,35549.0
Seat,Leon,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,132,1798.0,134,Euro 6,89518,2018,No battery type class,0.0,0.0,2,4.0,13799.0
Hyundai,Tucson,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x4,130,1591.0,177,Euro 6,71400,2018,No battery type class,0.0,0.0,1,5.0,20549.0
Opel,Astra,Blue,Other interior color,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,102,Euro 6d,23810,2021,No battery type class,0.0,0.0,2,3.0,19099.0
Nissan,X-Trail,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,130,1995.0,158,Euro 6,73000,2017,No battery type class,0.0,0.0,Unknown,4.0,18799.0
BMW,530,Blue,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,210,2993.0,156,Euro 6,70000,2020,No battery type class,0.0,0.0,Unknown,5.0,59349.0
Skoda,Kodiaq,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,133,Euro 6d,5,2023,No battery type class,0.0,0.0,Unknown,3.0,47899.0
Mercedes-Benz,GLE 300,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,180,1950.0,209,Euro 6,45705,2019,No battery type class,0.0,0.0,2,4.0,65749.0
Dacia,Duster,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,85,1461.0,115,Euro 6,44718,2020,No battery type class,0.0,0.0,Unknown,4.0,18799.0
Cupra,Formentor,Black,Brown interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,287,2480.0,212,Euro 6,0,2023,No battery type class,0.0,0.0,Unknown,3.0,53149.0
Hyundai,Bayon,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,998.0,118,Euro 6,21100,2022,No battery type class,0.0,0.0,Unknown,5.0,19949.0
Seat,Ateca,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,124,Euro 6d,10,2023,No battery type class,0.0,0.0,1,4.0,39449.0
Skoda,Superb,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Hybrid,Automatic,4x2,160,1395.0,127,Euro 6d,30406,2020,Lithium-ion (Li-ion),4.0,13.0,Unknown,3.0,26649.0
Volkswagen,Tiguan,White,Black interior,Velour interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,110,1968.0,125,Euro 6,56790,2018,No battery type class,0.0,0.0,1,3.0,24699.0
Opel,Crossland,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,114,Euro 6,44850,2017,No battery type class,0.0,0.0,2,3.0,15799.0
Volkswagen,Tiguan,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,119,No emission class,46448,2021,No battery type class,0.0,0.0,Unknown,3.0,29949.0
BMW,X5,Grey,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2993.0,0,Euro 6d,9999,2023,No battery type class,0.0,0.0,1,4.0,71699.0
Hyundai,Bayon,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,998.0,118,Euro 6,24108,2021,No battery type class,0.0,0.0,1,5.0,17949.0
Renault,Clio,Silver,Grey interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,66,898.0,114,Euro 6,70000,2019,No battery type class,0.0,0.0,Unknown,3.0,13599.0
Volkswagen,T6 California,White,Other interior color,Cloth interior,Cargo VAN,4/5 doors,4,Diesel,Automatic,4x4,150,1968.0,192,Euro 6,96800,2016,No battery type class,0.0,0.0,Unknown,3.0,51549.0
Audi,Q2,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,110,1498.0,121,Euro 6,4999,2023,No battery type class,0.0,0.0,1,4.0,45799.0
Fiat,500L Cross,Grey,Grey interior,Other interior material,MPV,4/5 doors,5,Petrol,Manual,4x2,70,1368.0,144,Euro 6,19665,2022,No battery type class,0.0,0.0,Unknown,3.0,17949.0
Kia,cee'd / Ceed,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,88,998.0,119,Euro 6,15040,2020,No battery type class,0.0,0.0,Unknown,4.0,21099.0
Audi,A4,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,120,1968.0,106,Euro 6d-TEMP,15512,2021,No battery type class,0.0,0.0,1,4.0,35249.0
Volkswagen,T-Cross,Silver,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,70,1598.0,110,Euro 6,92017,2019,No battery type class,0.0,0.0,Unknown,5.0,17899.0
BMW,320,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,140,1995.0,110,No emission class,99655,2020,No battery type class,0.0,0.014084507042253521,Unknown,4.0,35249.0
Volkswagen,Polo,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,59,999.0,110,Euro 6d-TEMP,41845,2020,No battery type class,0.0,0.0,1,3.0,14899.0
Cupra,Formentor,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110,1968.0,135,Euro 6d,5,2023,No battery type class,0.0,0.0,Unknown,3.0,41199.0
Renault,Kadjar,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1197.0,126,Euro 6,85071,2018,No battery type class,0.0,0.0,1,3.0,16399.0
Mercedes-Benz,GLC 220,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,143,1950.0,175,Euro 6d-TEMP,6600,2023,No battery type class,0.0,0.0,1,4.0,64849.0
BMW,X5,Grey,Black interior,Other interior material,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x4,210,2993.0,150,Euro 6,37712,2022,Lithium-ion (Li-ion),4.0,23.0,Unknown,4.0,72399.0
Volkswagen,Polo,Blue,Black interior,Cloth interior,Hatchback,2/3 doors,5,Petrol,Manual,4x2,55,999.0,116,Euro 6,35423,2015,No battery type class,0.0,0.0,2,3.0,10799.0
Volkswagen,T-Roc,Silver,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,119,Euro 6,57361,2020,No battery type class,0.0,0.0,Unknown,4.0,25749.0
Ford,Focus,Blue,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,110,1496.0,123,Euro 6,60750,2020,No battery type class,0.0,0.0,Unknown,5.0,22049.0
Volkswagen,T-Roc,White,Other interior color,Cloth interior,SUV / offroad,4/5 doors,4,Petrol,Automatic,4x2,110,1498.0,123,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,3.0,35049.0
Mercedes-Benz,E 63 AMG,Grey,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,450,3982.0,206,Euro 6,54900,2018,No battery type class,0.0,0.0,2,4.0,73199.0
Mercedes-Benz,A 200,White,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,120,1332.0,137,Euro 6d-TEMP,4519,2022,No battery type class,0.0,0.0,1,4.0,31549.0
Skoda,Citigo,Red,Black interior,Cloth interior,Hatchback,4/5 doors,4,Petrol,Manual,4x2,44,999.0,101,Euro 6c,51700,2017,No battery type class,0.0,0.0,2,3.0,11299.0
Volvo,XC60,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x4,140,2400.0,137,Euro 6,173893,2016,No battery type class,0.0,0.014084507042253521,2,3.0,15899.0
Volvo,XC60,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,145,1969.0,165,Euro 6,10,2023,No battery type class,0.0,0.0,1,3.0,62699.0
Skoda,Kodiaq,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,7,Diesel,Automatic,4x2,110,1968.0,133,Euro 6,24990,2023,No battery type class,0.0,0.0,1,2.0,44849.0
Ford,Fiesta,Blue,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,999.0,114,No emission class,5776,2022,No battery type class,0.0,0.0,1,5.0,20399.0
Volkswagen,ID.4,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,109,1502.0,0,No emission class,36673,2021,Lithium-ion (Li-ion),8.0,55.0,1,3.0,29849.0
Volkswagen,ID.3,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,4,Electric,Automatic,4x2,150,1502.0,0,No emission class,10,2023,Lithium-ion (Li-ion),3.3333333333333335,48.19047619047619,Unknown,3.0,58549.0
Audi,TT,Black,Black interior,Part leather interior,Cabriolet,2/3 doors,2,Petrol,Automatic,4x4,180,1984.0,169,Euro 6d,10,2023,No battery type class,0.0,0.0,Unknown,4.0,62699.0
Audi,A6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,150,2773.0,187,Euro 5,90000,2014,No battery type class,0.0,0.0,1,4.0,24099.0
Nissan,Juke,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,105,1598.0,113,Euro 6d,1301,2023,No battery type class,0.0,0.0,1,4.0,38199.0
Skoda,Octavia,White,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,97,Euro 6d-TEMP,88797,2020,No battery type class,0.0,0.0,Unknown,3.0,25699.0
Toyota,Yaris,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Manual,4x2,66,1364.0,99,Euro 6,62300,2017,No battery type class,0.0,0.0,Unknown,7.0,13899.0
Mercedes-Benz,A 200,Silver,Other interior color,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,110,1950.0,0,No emission class,115702,2020,No battery type class,0.0,0.0,1,4.0,24149.0
Volkswagen,Golf,Black,Black interior,Full leather interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,180,1984.0,145,Euro 6,89430,2018,No battery type class,0.0,0.0,Unknown,3.0,26799.0
Skoda,Rapid,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,81,1197.0,111,Euro 6,60000,2015,No battery type class,0.0,0.0,1,3.0,11799.0
Mazda,CX-3,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,89,1998.0,140,Euro 6d-TEMP,35378,2019,No battery type class,0.0,0.0,2,3.0,21399.0
Toyota,Aygo,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,4,Petrol,Manual,4x2,53,998.0,93,Euro 6,65757,2020,No battery type class,0.0,0.0,Unknown,5.0,10699.0
Cupra,Formentor,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,228,1984.0,175,Euro 6d,47000,2021,No battery type class,0.0,0.0,1,3.0,39349.0
Opel,Meriva,Grey,Grey interior,Cloth interior,MPV,4/5 doors,5,Petrol,Manual,4x2,88,1364.0,139,Euro 6,169101,2014,No battery type class,0.0,0.0,Unknown,3.0,8199.0
Peugeot,208,Grey,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,74,1199.0,97,Euro 6,12123,2022,No battery type class,0.0,0.0,1,3.0,19399.0
Volkswagen,Polo,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,70,1598.0,99,Euro 6d-TEMP,60764,2020,No battery type class,0.0,0.0,Unknown,3.0,18999.0
Volkswagen,Touareg,Black,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,173,Euro 6,82700,2020,No battery type class,0.0,0.0,1,3.0,58499.0
Citroen,C5 Aircross,Black,Beige interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,96,1199.0,118,Euro 6,68486,2019,No battery type class,0.0,0.0,Unknown,5.0,22049.0
Renault,Clio,Orange,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,66,999.0,0,Euro 6d,19060,2023,No battery type class,0.0,0.0,1,3.0,20449.0
Opel,Corsa,Blue,Other interior color,Velour interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,100,1009.0,0,No emission class,37753,2021,Lithium-ion (Li-ion),1.0526315789473684,50.0,Unknown,3.0,20999.0
BMW,220 Active Tourer,Brown,Grey interior,Cloth interior,MPV,4/5 doors,5,Petrol,Manual,4x2,141,1998.0,145,Euro 6,39630,2015,No battery type class,0.0,0.0,1,4.0,18349.0
BMW,218 Active Tourer,Grey,Beige interior,Other interior material,MPV,4/5 doors,5,Diesel,Automatic,4x2,110,1995.0,112,Euro 6,75774,2019,No battery type class,0.0,0.0,Unknown,4.0,20949.0
Mazda,6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,141,2488.0,150,Euro 5,85700,2017,No battery type class,0.0,0.0,2,3.0,20499.0
Hyundai,i10,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Manual,4x2,49,998.0,97,Euro 6d,1001,2023,No battery type class,0.0,0.0,1,5.0,18699.0
Dacia,Sandero,Blue,Other interior color,Other interior material,Hatchback,4/5 doors,5,Petrol,Manual,4x2,54,998.0,135,No emission class,23000,2020,No battery type class,0.0,0.0,Unknown,4.0,9399.0
Renault,Twingo,White,Other interior color,Cloth interior,Hatchback,2/3 doors,4,Petrol,Manual,4x2,54,999.0,105,Euro 6,44270,2019,No battery type class,0.0,0.0,Unknown,5.0,11699.0
Audi,A4 Allroad,Blue,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,150,1968.0,126,Euro 6d,13320,2023,No battery type class,0.0,0.0,1,4.0,61599.0
BMW,120,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,140,1995.0,112,Euro 6,18744,2020,No battery type class,0.0,0.014084507042253521,1,4.0,33049.0
Kia,Niro,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,104,1580.0,101,Euro 6d-TEMP,16397,2022,Lithium polymer (Li-pol),2.0,9.666666666666666,Unknown,4.0,35599.0
Mercedes-Benz,C 200,White,Black interior,Other interior material,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,150,1496.0,153,Euro 6,17966,2022,No battery type class,0.0,0.0,Unknown,4.0,46649.0
Mazda,MX-30,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,107,1627.0,0,No emission class,11490,2021,Lithium-ion (Li-ion),5.0,36.0,1,3.0,23599.0
Nissan,Navara,White,Black interior,Cloth interior,Pick-up,4/5 doors,5,Diesel,Manual,4x4,140,2299.0,184,No emission class,47800,2020,No battery type class,0.0,0.014084507042253521,Unknown,4.0,31399.0
Mercedes-Benz,GLE 500,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,335,4663.0,246,Euro 6,99898,2018,No battery type class,0.0,0.0,Unknown,4.0,59449.0
Opel,Crossland,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,96,1199.0,112,Euro 6d,17900,2022,No battery type class,0.0,0.0,Unknown,3.0,23049.0
Volkswagen,Caddy,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2,Diesel,Manual,4x4,90,1968.0,152,Euro 6,148000,2018,No battery type class,0.0,0.0,1,3.0,16799.0
Mercedes-Benz,C 180,White,Black interior,Part leather interior,Coupe,2/3 doors,4,Petrol,Automatic,4x2,115,1497.0,173,Euro 6d-TEMP,15109,2022,No battery type class,0.0,0.0,1,4.0,44649.0
Peugeot,207,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,4,Petrol,Automatic,4x2,88,1598.0,167,Euro 5,161766,2010,No battery type class,0.0,0.0,Unknown,3.0,8849.0
Audi,A5,Grey,Black interior,Alcantara interior,Cabriolet,2/3 doors,4,Diesel,Automatic,4x4,140,1968.0,141,Euro 6d-TEMP,54480,2020,No battery type class,0.0,0.014084507042253521,Unknown,4.0,42299.0
Renault,Megane,Grey,Beige interior,Cloth interior,Hatchback,4/5 doors,5,Diesel,Automatic,4x2,110,1750.0,124,Euro 6,82177,2019,No battery type class,0.0,0.0,1,5.0,18999.0
Mercedes-Benz,GLB 220,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140,1950.0,151,Euro 6,11765,2022,No battery type class,0.0,0.014084507042253521,1,4.0,47249.0
Mazda,CX-30,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1998.0,121,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,3.0,29849.0
Hyundai,i30,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,118,1482.0,108,Euro 6d,0,2023,No battery type class,0.0,0.0,Unknown,5.0,34699.0
Skoda,Karoq,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110,1498.0,122,Euro 6d-TEMP,86631,2020,No battery type class,0.0,0.0,1,3.0,24649.0
Fiat,500C,White,Other interior color,Cloth interior,Cabriolet,2/3 doors,4,Petrol,Manual,4x2,51,999.0,88,Euro 6d,42778,2020,No battery type class,0.0,0.0,1,3.0,13699.0
Volkswagen,Passat,Red,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,110,1968.0,105,Euro 6d-TEMP,57000,2020,No battery type class,0.0,0.0,Unknown,3.0,27849.0
Mercedes-Benz,C 220,Black,Other interior color,Alcantara interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,125,2143.0,0,Euro 6,112627,2018,No battery type class,0.0,0.0,1,4.0,24649.0
Dacia,Sandero,White,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,67,999.0,139,Euro 6,0,2023,No battery type class,0.0,0.0,Unknown,4.0,18349.0
Fiat,500,Blue,Black interior,Part leather interior,Hatchback,2/3 doors,4,Electric,Automatic,4x2,87,1013.0,0,No emission class,27000,2020,Lithium-ion (Li-ion),4.0,42.0,Unknown,3.0,23649.0
Skoda,Enyaq,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Electric,Automatic,4x2,150,1373.0,0,No emission class,2152,2023,Lithium-ion (Li-ion),3.3333333333333335,82.0,Unknown,3.0,35349.0
Mercedes-Benz,GLC 220,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,143,1950.0,137,Euro 6d,75800,2019,No battery type class,0.0,0.0,Unknown,4.0,43699.0
Opel,Crossland,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,96,1200.0,112,Euro 6d,5850,2022,No battery type class,0.0,0.0,1,3.0,30949.0
Hyundai,Tucson,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,100,1598.0,112,Euro 6,53417,2019,No battery type class,0.0,0.0,Unknown,5.0,23149.0
Audi,A6 Allroad,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,210,2967.0,158,Euro 6,15500,2023,No battery type class,0.0,0.0,1,4.0,66249.0
Mercedes-Benz,CLA 200,Black,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,120,1332.0,126,Euro 6d-TEMP,56502,2019,No battery type class,0.0,0.0,1,4.0,36849.0
Hyundai,i30,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,118,1482.0,108,Euro 6d,13,2023,No battery type class,0.0,0.0,2,5.0,28849.0
BMW,X3,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210,2993.0,167,Euro 6,45113,2022,No battery type class,0.0,0.0,1,3.0,65799.0
Audi,Q5,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,195,1984.0,169,Euro 6d,5367,2023,No battery type class,0.0,0.0,1,4.0,54249.0
Peugeot,5008,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,7,Petrol,Automatic,4x2,121,1598.0,156,Euro 6,58590,2018,No battery type class,0.0,0.0,1,3.0,27199.0
Volkswagen,Golf,Silver,Black interior,Cloth interior,Hatchback,4/5 doors,5,Petrol,Automatic,4x2,110,1498.0,116,Euro 6,33033,2019,No battery type class,0.0,0.0,Unknown,3.0,25199.0
Porsche,Macan,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,250,2997.0,207,Euro 6,69152,2017,No battery type class,0.0,0.0,1,5.0,51249.0
BMW,X2,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,100,1499.0,124,Euro 6,18764,2022,No battery type class,0.0,0.0,1,4.0,34949.0
Audi,S6,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,257,2967.0,171,Euro 6d-TEMP,77006,2020,No battery type class,0.0,0.0,1,4.0,51099.0
Opel,Mokka,Grey,Brown interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,74,1199.0,104,Euro 6,26466,2023,No battery type class,0.0,0.0,1,2.0,25699.0
Volkswagen,Touran,Grey,Black interior,Cloth interior,MPV,4/5 doors,7,Petrol,Manual,4x2,110,1498.0,126,Euro 6,10,2023,No battery type class,0.0,0.0,Unknown,3.0,36299.0
Mercedes-Benz,CLA 180 Shooting Brake,Black,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,100,1332.0,126,Euro 6d,69247,2020,No battery type class,0.0,0.0,1,4.0,23049.0
Volkswagen,Passat,White,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,147,1968.0,132,Euro 6,144000,2021,No battery type class,0.0,0.0,Unknown,3.0,29249.0
Volkswagen,ID.3,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5,Electric,Automatic,4x2,150,1502.0,0,No emission class,18532,2021,Lithium-ion (Li-ion),3.3333333333333335,48.19047619047619,2,3.0,34199.0
Audi,A5,Black,Black interior,Part leather interior,Coupe,2/3 doors,5,Petrol,Automatic,4x2,140,1984.0,132,Euro 6d-TEMP,17653,2020,No battery type class,0.0,0.014084507042253521,1,4.0,39949.0
Volkswagen,Tiguan Allspace,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,7,Diesel,Automatic,4x4,147,1968.0,142,Euro 6d,22889,2022,No battery type class,0.0,0.0,1,3.0,43649.0
Volvo,XC40,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,155,1477.0,147,Euro 6d-TEMP,82500,2020,No battery type class,0.0,0.0,1,3.0,34099.0
Audi,RS3,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,294,2480.0,188,Euro 6,77561,2018,No battery type class,0.0,0.0,Unknown,4.0,46049.0
